id,name,team,war,games_played,complete_games,shutouts,games_started,wins,losses,saves,holds,innings_pitched,runs_allowed,earned_runs,batters_faced,hits_allowed,doubles_allowed,triples_allowed,home_runs_allowed,walks_allowed,hit_by_pitch,intentional_walks,strikeouts,balks,wild_pitches,era,fip,whip,era_plus,fip_plus,war_another_source,wpa,wOBA
12,김정운,KT,0.04,2,0,0,0,0,0,0,0,2.2,1,1,16,2,1,0,0,4,0,2,2,0,0,3.38,8.62,2.25,120.7,46.3,0.04,0.0,
13,조현우,KT,0.01,5,0,0,0,0,0,0,0,3.0,2,2,17,6,1,0,0,2,0,0,1,0,1,6.0,4.71,2.67,67.9,85.4,0.01,0.01,
14,박세진,KT,-0.06,11,0,0,0,0,1,0,1,7.2,6,4,46,12,1,0,1,8,0,0,8,0,1,4.7,6.11,2.61,86.8,65.5,-0.06,-0.23,
15,김태오,KT,-0.09,5,0,0,0,0,0,0,0,7.1,6,6,35,10,3,0,0,4,1,0,3,0,0,7.36,3.78,1.91,55.3,106.9,-0.09,0.11,
16,이상동,KT,-0.11,14,0,0,0,2,0,0,0,14.0,10,10,67,17,4,0,3,9,2,0,12,0,1,6.43,5.94,1.86,63.4,67.3,-0.11,0.21,
17,슐서,KT,-0.11,9,0,0,9,1,7,0,0,49.2,32,31,221,66,9,1,6,14,1,0,35,0,2,5.62,4.32,1.61,72.5,92.6,-0.11,-0.89,
18,이채호,KT,-0.12,17,0,0,0,0,0,0,1,14.2,12,12,68,18,4,0,5,5,0,1,4,0,1,7.36,8.49,1.57,55.3,46.8,-0.12,-0.31,
19,김민,KT,-0.17,9,0,0,0,0,0,0,0,9.2,9,8,52,16,1,0,2,7,0,2,6,0,3,7.45,7.61,2.38,54.7,52.3,-0.17,-0.39,
20,김민수,KT,-0.18,13,0,0,0,0,1,0,3,11.2,10,10,53,15,5,2,1,5,0,0,4,0,0,7.71,5.09,1.71,52.8,78.7,-0.18,-0.15,
21,심재민,KT,-0.25,4,0,0,0,0,0,0,0,2.0,5,5,16,8,1,0,0,2,0,0,1,0,0,22.5,5.37,5.0,18.1,74.8,-0.25,-0.12,
22,김영현,KT,-0.28,16,0,0,0,0,0,0,0,15.2,13,12,75,17,6,0,0,12,1,0,18,0,2,6.89,3.18,1.85,59.1,127.3,-0.28,-0.35,
23,조이현,KT,-0.42,8,0,0,2,0,1,0,0,18.0,19,18,95,37,10,1,2,3,0,1,11,1,0,9.0,4.26,2.22,45.3,93.8,-0.42,-0.33,
24,소형준,KT,-0.55,3,0,0,3,0,0,0,0,11.0,14,14,59,22,4,0,1,3,0,3,4,0,2,11.45,5.46,2.27,35.6,73.0,-0.55,-0.52,
1,플럿코,LG,3.4,17,0,0,17,11,1,0,0,102.0,28,25,417,91,19,3,4,21,0,3,82,0,1,2.21,2.98,1.1,179.1,132.9,3.4,1.77,
2,함덕주,LG,2.1,42,0,0,0,3,0,3,12,42.1,8,6,164,22,5,0,1,15,1,1,44,0,0,1.28,2.66,0.87,309.6,149.7,2.1,1.86,
3,임찬규,LG,1.58,17,0,0,13,6,2,0,1,79.0,32,28,333,69,6,1,5,29,0,1,55,0,1,3.19,3.94,1.24,123.8,99.9,1.58,0.99,
4,김진성,LG,1.14,41,0,0,0,2,1,0,7,36.2,11,11,145,20,4,0,4,16,0,0,37,0,0,2.7,4.08,0.98,146.3,95.3,1.14,0.38,
5,박명근,LG,0.75,36,0,0,1,4,0,5,5,36.0,15,13,157,29,6,1,0,17,2,5,29,0,0,3.25,3.43,1.28,121.5,117.4,0.75,0.93,
6,고우석,LG,0.71,20,0,0,0,2,3,7,0,19.1,6,6,83,15,3,0,1,13,0,0,30,0,2,2.79,2.96,1.45,141.4,133.4,0.71,0.18,
7,유영찬,LG,0.65,32,0,0,0,4,1,0,4,36.0,15,15,160,27,6,1,1,24,0,4,29,0,6,3.75,4.46,1.42,105.3,89.5,0.65,0.31,
8,이우찬,LG,0.56,18,0,0,0,1,1,0,2,20.2,6,6,84,20,2,0,1,10,0,1,12,1,2,2.61,4.44,1.45,151.2,89.3,0.56,0.25,
9,최동환,LG,0.54,22,0,0,0,0,0,0,0,21.1,6,6,91,16,6,0,1,7,0,3,14,0,0,2.53,4.08,1.08,156.0,97.2,0.54,-0.14,
10,백승현,LG,0.37,9,0,0,0,0,0,1,1,8.2,2,2,32,4,0,0,0,2,0,0,10,0,0,2.08,1.76,0.69,190.2,230.5,0.37,0.78,
11,켈리,LG,0.21,18,0,0,18,6,5,0,0,107.1,61,53,458,115,21,2,6,26,0,4,71,0,4,4.44,3.62,1.31,88.9,109.1,0.21,-0.68,
12,이상규,LG,0.17,7,0,0,0,0,0,0,0,6.2,2,2,31,7,0,0,0,5,0,0,5,0,1,2.7,4.12,1.8,146.3,97.5,0.17,0.17,
13,송은범,LG,0.1,4,0,0,0,0,0,0,0,3.2,1,1,17,6,0,0,0,3,0,0,2,0,0,2.45,4.74,2.46,160.9,84.8,0.1,-0.1,
14,진해수,LG,0.09,19,0,0,0,0,0,0,2,14.2,8,5,72,18,3,0,2,10,0,0,12,0,3,3.07,5.56,1.91,128.7,70.1,0.09,-0.44,
15,오석주,LG,0.04,3,0,0,0,0,0,0,0,4.0,2,2,15,4,1,0,1,0,0,0,4,0,0,4.5,4.62,1.0,87.8,81.3,0.04,0.04,
16,송승기,LG,0.04,1,0,0,0,0,0,0,0,1.0,0,0,5,1,0,0,0,1,0,0,0,0,0,0.0,6.37,2.0,,62.9,0.04,0.0,
17,채지선,LG,0.02,1,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,3.37,0.0,,119.3,0.02,0.0,
18,김윤식,LG,-0.01,11,0,0,11,3,4,0,0,49.1,29,29,220,61,8,2,4,20,0,2,30,0,3,5.29,4.55,1.64,74.7,86.3,-0.01,-0.46,
19,성동현,LG,-0.02,1,0,0,0,0,0,0,0,1.0,1,1,6,2,0,0,0,1,0,0,1,0,0,9.0,4.37,3.0,43.9,91.9,-0.02,-0.0,
20,김영준,LG,-0.05,1,0,0,0,1,0,0,0,0.1,1,1,3,1,0,0,0,1,0,0,0,0,0,27.0,12.37,6.0,14.6,32.4,-0.05,-0.03,
21,배재준,LG,-0.06,1,0,0,0,0,0,0,0,1.0,2,2,6,2,0,1,0,1,0,0,0,0,1,18.0,6.37,3.0,21.9,62.9,-0.06,-0.0,
22,김동규,LG,-0.09,1,0,0,0,0,0,0,0,0.1,2,1,6,0,0,0,0,3,0,1,0,0,0,27.0,39.37,9.0,14.6,10.2,-0.09,-0.01,
23,김대현,LG,-0.09,2,0,0,0,0,0,0,0,2.0,3,2,14,6,1,0,1,0,0,1,1,0,1,9.0,10.37,3.0,43.9,36.3,-0.09,-0.03,
24,이민호,LG,-0.18,5,0,0,5,0,2,0,0,19.2,13,11,91,22,4,0,1,10,0,0,7,0,0,5.03,4.85,1.63,78.5,81.7,-0.18,-0.43,
25,이상영,LG,-0.19,2,0,0,2,0,1,0,0,5.1,5,4,29,6,3,0,0,5,0,2,2,0,0,6.75,6.56,2.06,58.5,61.1,-0.19,-0.19,
26,최성훈,LG,-0.21,3,0,0,0,0,0,0,0,2.0,5,5,13,6,1,0,0,1,0,0,1,0,0,22.5,3.87,3.5,17.6,103.8,-0.21,-0.02,
27,강효종,LG,-0.22,5,0,0,5,1,1,0,0,16.2,12,10,76,17,3,0,0,9,0,2,11,1,0,5.4,4.03,1.56,73.1,99.7,-0.22,-0.27,
28,이정용,LG,-0.48,26,0,0,3,3,1,3,1,29.0,21,19,138,40,6,0,4,8,0,1,21,0,3,5.9,4.65,1.66,67.0,83.2,-0.48,-1.51,
29,이지강,LG,-0.5,11,0,0,6,0,3,0,0,31.2,25,16,142,27,1,0,3,16,0,5,19,0,1,4.55,5.39,1.36,86.9,72.8,-0.5,-0.53,
30,정우영,LG,-0.68,41,0,0,0,2,4,0,11,35.1,26,16,164,41,9,0,0,9,0,11,28,0,1,4.08,3.49,1.42,96.9,115.4,-0.68,-1.12,
1,박세웅,롯데,2.79,15,0,0,15,4,3,0,0,88.1,32,29,368,77,15,0,3,32,1,3,70,0,4,2.95,3.38,1.23,136.8,118.6,2.79,1.31,
2,나균안,롯데,2.21,16,0,0,16,6,3,0,0,92.0,34,33,392,93,15,1,5,29,1,3,73,0,4,3.23,3.5,1.33,125.2,114.1,2.21,1.15,
3,김원중,롯데,1.21,35,0,0,0,5,1,16,0,35.0,12,11,147,29,2,2,1,16,1,3,41,0,2,2.83,2.94,1.29,142.9,136.3,1.21,0.77,
4,스트레일리,롯데,0.67,16,0,0,16,3,5,0,0,80.1,43,39,364,82,8,1,6,37,0,10,70,0,4,4.37,4.36,1.48,92.5,91.7,0.67,-0.27,
5,반즈,롯데,0.6,16,0,0,16,5,6,0,0,82.2,45,42,364,85,19,0,6,31,0,9,72,0,0,4.57,4.03,1.4,88.4,99.1,0.6,0.01,
6,최준용,롯데,0.56,13,0,0,0,0,1,0,3,11.1,2,2,50,15,1,0,0,2,0,0,8,0,1,1.59,2.49,1.5,254.5,162.0,0.56,-0.1,
7,김상수,롯데,0.46,38,0,0,0,3,1,1,8,29.2,14,14,129,28,3,1,1,13,0,2,21,0,0,4.25,3.91,1.38,95.2,102.6,0.46,0.26,
8,구승민,롯데,0.31,39,0,0,0,0,4,3,12,36.1,19,16,172,38,4,0,4,24,0,2,37,0,2,3.96,4.91,1.71,102.0,81.2,0.31,-0.59,
9,최이준,롯데,0.28,20,0,0,0,1,0,0,1,20.2,10,10,98,24,6,2,1,13,1,0,14,0,3,4.35,4.39,1.79,92.8,91.4,0.28,0.26,
10,정성종,롯데,0.25,9,0,0,1,0,0,0,1,13.0,6,6,56,12,2,0,1,7,1,1,9,0,0,4.15,4.6,1.46,97.3,86.7,0.25,0.22,
11,신정락,롯데,0.24,17,0,0,0,2,0,0,0,15.1,7,7,66,16,4,0,2,3,2,3,12,0,0,4.11,4.29,1.24,98.4,92.0,0.24,-0.02,
12,심재민,롯데,0.11,6,0,0,0,1,0,0,2,3.2,1,1,20,6,2,0,0,2,0,1,3,0,0,2.45,4.19,2.18,164.7,96.0,0.11,0.04,
13,이민석,롯데,0.1,1,0,0,0,0,0,0,0,1.1,0,0,5,0,0,0,0,1,0,0,1,0,0,0.0,4.12,0.75,,98.2,0.1,0.1,
14,박영완,롯데,0.04,1,0,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,1,0,0,1,0,0,0.0,4.37,1.0,,92.7,0.04,0.01,
15,김강현,롯데,0.02,1,0,0,0,0,0,0,0,2.0,1,1,8,1,0,0,0,1,0,0,0,0,0,4.5,4.87,1.0,89.8,82.8,0.02,-0.01,
16,문경찬,롯데,0.0,1,0,0,0,0,1,0,0,0.0,3,3,3,3,0,0,1,0,0,0,0,0,0,,,,,,0.0,-0.8,
17,김창훈,롯데,-0.01,1,0,0,0,0,0,0,0,1.1,1,1,7,3,0,1,0,0,0,0,1,0,0,6.75,1.87,2.25,59.9,215.0,-0.01,-0.01,
18,장세진,롯데,-0.09,2,0,0,0,0,0,0,0,1.1,2,2,8,2,0,0,1,2,0,0,1,0,0,13.5,16.12,3.0,29.9,24.4,-0.09,-0.02,
19,박진,롯데,-0.09,4,0,0,0,0,0,0,0,5.0,5,5,29,7,2,0,1,7,0,0,2,1,1,9.0,9.37,2.8,44.9,42.6,-0.09,-0.07,
20,김진욱,롯데,-0.09,37,0,0,0,2,1,0,8,28.0,18,17,134,27,4,0,2,22,0,1,29,0,2,5.46,4.69,1.75,74.0,85.4,-0.09,-0.41,
21,진승현,롯데,-0.1,13,0,0,0,1,0,0,1,16.2,13,12,74,21,1,0,1,4,1,0,15,0,1,6.48,2.89,1.5,62.4,137.7,-0.1,0.15,
22,최영환,롯데,-0.1,3,0,0,0,0,0,0,0,3.2,4,4,16,5,3,0,0,2,0,0,2,0,0,9.82,3.92,1.91,41.2,103.2,-0.1,-0.15,
23,나원탁,롯데,-0.11,1,0,0,0,0,0,0,0,0.2,3,3,6,3,0,0,1,1,0,0,1,0,0,40.5,24.37,6.0,10.0,16.0,-0.11,-0.0,
24,이진하,롯데,-0.13,3,0,0,0,0,0,0,0,1.1,3,3,8,2,1,0,0,0,0,1,0,0,0,20.25,5.62,1.5,20.0,70.9,-0.13,-0.05,
25,이인복,롯데,-0.22,4,0,0,2,1,1,0,0,13.2,11,8,67,20,3,1,0,3,0,3,4,0,2,5.27,4.1,1.68,76.7,97.8,-0.22,-0.54,
26,이태연,롯데,-0.32,13,0,0,0,0,0,0,1,4.2,7,7,28,7,2,0,1,8,0,0,3,0,0,13.5,10.02,3.21,29.9,39.9,-0.32,-0.22,
27,김도규,롯데,-0.38,24,0,0,0,0,3,1,1,18.2,15,15,83,18,5,0,1,8,0,0,16,0,5,7.23,3.64,1.39,55.9,110.1,-0.38,-1.12,
28,윤명준,롯데,-0.39,16,0,0,0,0,1,0,4,14.0,12,12,72,24,2,1,3,8,2,2,9,0,3,7.71,6.59,2.29,52.4,60.0,-0.39,-0.71,
29,한현희,롯데,-0.51,21,0,0,11,4,8,0,3,63.2,45,42,301,80,13,2,8,33,0,7,49,0,3,5.94,5.35,1.78,68.1,74.4,-0.51,-0.93,
1,서진용,SSG,2.37,37,0,0,0,1,0,24,0,37.1,7,5,168,28,3,0,1,27,1,3,38,0,1,1.21,4.02,1.47,340.7,101.9,2.37,2.65,
2,맥카티,SSG,1.91,13,0,0,13,7,3,0,0,75.0,27,21,303,57,5,0,4,25,0,1,66,0,4,2.52,3.35,1.09,163.0,122.8,1.91,1.08,
3,김광현,SSG,1.45,14,0,0,14,5,2,0,0,76.0,32,31,321,72,11,0,8,32,0,0,61,0,2,3.67,4.4,1.37,111.9,93.9,1.45,0.71,
4,고효준,SSG,1.07,38,0,0,0,3,1,0,7,31.2,9,9,134,20,1,0,2,23,0,0,35,0,1,2.56,4.16,1.36,160.6,98.9,1.07,0.82,
5,최민준,SSG,0.95,29,0,0,0,4,2,1,6,35.0,13,12,149,36,4,0,4,12,0,0,21,0,1,3.09,4.69,1.37,133.1,88.0,0.95,-0.03,
6,노경은,SSG,0.8,39,0,0,0,5,3,2,18,41.0,18,18,185,44,9,1,3,21,3,3,29,0,3,3.95,4.45,1.59,103.9,92.4,0.8,0.63,
7,문승원,SSG,0.65,27,0,0,4,2,3,1,5,48.2,25,23,218,61,15,0,4,15,1,1,33,0,2,4.25,4.01,1.56,96.6,102.7,0.65,-0.48,
8,엘리아스,SSG,0.57,8,0,0,8,4,3,0,0,47.0,23,22,204,54,10,0,5,16,1,2,41,0,0,4.21,4.1,1.49,97.5,101.1,0.57,0.29,
9,박민호,SSG,0.27,10,0,0,0,0,0,0,0,10.0,3,1,47,14,1,0,0,1,0,2,4,0,0,0.9,3.47,1.5,456.3,116.9,0.27,0.14,
10,임준섭,SSG,0.25,26,0,0,0,0,0,0,2,23.1,12,10,109,29,1,0,1,15,1,0,21,0,1,3.86,3.93,1.89,106.5,104.1,0.25,0.03,
11,오원석,SSG,0.24,16,1,0,16,5,6,0,0,84.2,50,46,371,86,8,2,8,36,0,4,56,0,6,4.89,4.7,1.44,84.0,87.7,0.24,-0.34,
12,신헌민,SSG,0.21,7,0,0,0,0,0,0,0,8.1,2,2,36,9,0,0,1,2,0,0,5,0,0,2.16,4.45,1.32,190.1,92.8,0.21,0.02,
13,이건욱,SSG,0.21,8,0,0,1,0,0,0,0,15.0,6,6,66,15,4,0,0,8,1,1,9,0,1,3.6,3.77,1.53,114.1,107.5,0.21,-0.06,
14,백승건,SSG,0.11,24,0,0,2,2,1,0,3,36.2,22,19,162,37,5,0,7,17,0,0,28,0,0,4.66,5.72,1.47,88.1,72.8,0.11,0.44,
15,한두솔,SSG,-0.01,1,0,0,0,0,0,0,0,1.0,1,1,6,1,0,1,0,1,0,1,2,0,0,9.0,5.37,2.0,45.6,77.4,-0.01,-0.01,
16,이기순,SSG,-0.06,1,0,0,0,0,0,0,0,2.0,3,3,11,3,0,0,1,2,0,0,2,0,0,13.5,10.87,2.5,30.4,38.7,-0.06,-0.01,
17,조성훈,SSG,-0.08,2,0,0,2,0,1,0,0,7.0,5,5,34,10,1,0,0,4,0,2,4,0,0,6.43,4.8,2.0,63.9,84.8,-0.08,-0.1,
18,정성곤,SSG,-0.15,2,0,0,0,0,0,0,0,1.2,4,1,13,2,1,0,0,4,0,0,1,0,0,5.4,9.37,3.6,76.0,43.3,-0.15,-0.08,
19,이로운,SSG,-0.22,25,0,0,0,3,0,0,4,33.1,25,23,158,43,8,1,3,16,0,0,30,0,2,6.21,4.18,1.77,66.1,98.7,-0.22,0.05,
20,송영진,SSG,-0.33,9,0,0,6,3,1,0,0,30.1,23,18,143,28,8,1,1,23,0,1,23,2,5,5.34,4.66,1.68,76.9,87.6,-0.33,-0.75,
21,박종훈,SSG,-0.68,13,0,0,13,1,6,0,0,61.1,45,43,293,63,11,1,6,44,0,12,42,0,2,6.31,6.01,1.75,65.1,68.4,-0.68,-1.22,
1,뷰캐넌,삼성,2.51,17,1,0,17,7,6,0,0,109.1,45,35,458,102,18,1,3,23,0,3,96,0,3,2.88,2.69,1.14,141.7,149.5,2.51,1.11,
2,원태인,삼성,1.83,15,0,0,15,4,5,0,0,90.2,37,32,383,94,15,0,10,26,0,2,58,1,2,3.18,4.45,1.32,128.5,91.6,1.83,0.64,
3,백정현,삼성,1.3,13,0,0,13,4,5,0,0,70.2,32,31,298,63,13,1,4,27,2,0,49,1,1,3.95,3.78,1.27,103.4,107.1,1.3,0.17,
4,수아레즈,삼성,0.89,16,0,0,16,3,7,0,0,94.0,49,42,419,114,14,1,3,27,0,2,76,0,4,4.02,3.1,1.5,101.5,130.0,0.89,-0.01,
5,김대우,삼성,0.5,25,0,0,1,0,1,0,4,33.0,16,14,142,31,5,0,3,11,1,1,32,0,0,3.82,3.62,1.27,106.9,112.6,0.5,-0.3,
6,이재익,삼성,0.42,18,0,0,0,0,0,0,1,18.0,6,5,77,14,2,0,1,9,1,0,10,0,1,2.5,4.32,1.28,163.3,93.9,0.42,-0.21,
7,이승현,삼성,0.36,33,0,0,0,1,4,5,5,31.2,16,16,142,30,4,0,3,17,1,2,28,0,2,4.55,4.54,1.48,89.8,89.4,0.36,-0.82,
8,문용익,삼성,0.35,12,0,0,0,1,0,0,0,12.0,3,3,51,8,1,0,0,8,0,1,10,0,3,2.25,3.96,1.33,181.4,100.9,0.35,0.04,
9,이호성,삼성,0.19,3,0,0,0,0,0,0,0,7.0,2,2,26,3,2,0,0,4,0,0,4,0,1,2.57,3.94,1.0,158.8,101.6,0.19,-0.11,
10,이재희,삼성,0.15,2,0,0,1,0,0,0,0,8.0,3,3,33,4,1,0,1,5,0,0,5,0,1,3.38,5.62,1.13,121.0,72.5,0.15,-0.06,
11,황동재,삼성,0.08,3,0,0,3,0,2,0,0,14.2,9,8,67,13,6,1,3,10,0,1,11,0,0,4.91,6.78,1.57,83.2,60.4,0.08,-0.22,
12,최지광,삼성,0.03,6,0,0,0,0,0,0,0,5.1,3,3,24,4,1,0,0,3,0,0,5,0,0,5.06,3.19,1.31,80.6,125.3,0.03,-0.19,
13,박세웅,삼성,0.03,1,0,0,0,0,0,0,0,0.2,0,0,4,0,0,0,0,2,0,0,1,0,0,0.0,9.37,3.0,,42.7,0.03,0.0,
14,오승환,삼성,0.02,26,0,0,1,2,3,10,2,30.0,17,16,134,36,9,1,7,8,0,2,20,0,0,4.8,6.07,1.47,85.1,67.9,0.02,-0.5,
15,이승현,삼성,0.01,34,0,0,0,2,2,0,6,33.0,20,16,147,40,8,0,3,7,1,0,25,0,2,4.36,3.59,1.42,93.6,113.8,0.01,-0.16,
16,노건우,삼성,-0.05,2,0,0,0,0,0,0,0,2.0,2,1,10,4,1,0,0,0,0,0,0,0,0,4.5,3.37,2.0,90.7,119.3,-0.05,-0.08,
17,최충연,삼성,-0.1,7,0,0,0,0,0,0,0,9.1,8,5,47,10,1,0,3,7,0,3,8,1,0,4.82,9.05,1.82,84.7,45.4,-0.1,-0.03,
18,우규민,삼성,-0.11,29,0,0,0,2,0,0,6,22.2,15,13,100,29,5,0,2,1,0,2,19,0,0,5.16,3.24,1.32,79.1,125.6,-0.11,0.17,
19,장필준,삼성,-0.22,3,0,0,2,0,0,0,0,6.0,6,6,34,10,2,0,1,4,0,2,4,0,0,9.0,7.21,2.33,45.4,56.4,-0.22,-0.3,
20,이상민,삼성,-0.27,16,0,0,0,2,0,0,1,15.0,12,12,65,22,3,1,2,2,0,0,17,0,0,7.2,3.24,1.6,56.7,126.8,-0.27,-0.17,
21,허윤동,삼성,-0.3,7,0,0,1,0,1,0,0,10.2,12,12,60,16,7,0,0,12,0,0,8,0,0,10.13,5.25,2.63,40.3,76.3,-0.3,-0.44,
22,최하늘,삼성,-0.43,1,0,0,1,0,1,0,0,1.1,7,7,12,7,4,0,1,1,0,0,0,0,0,47.25,15.37,6.0,8.6,27.1,-0.43,-0.48,
23,최채흥,삼성,-0.45,5,0,0,5,0,2,0,0,19.2,18,17,99,33,2,1,4,7,0,0,11,0,0,7.78,5.97,2.03,52.5,69.0,-0.45,-0.56,
24,김태훈,삼성,-0.56,28,0,0,0,1,3,2,2,26.0,21,21,118,26,8,1,2,17,1,0,13,0,1,7.27,5.22,1.65,56.2,77.8,-0.56,-0.93,
25,양창섭,삼성,-0.69,13,0,0,4,0,3,0,2,26.0,26,26,128,41,5,1,6,15,1,1,9,0,2,9.0,7.41,2.15,45.4,55.5,-0.69,-0.88,
26,홍정우,삼성,-0.77,18,0,0,0,2,3,0,1,16.0,17,16,79,19,1,1,3,11,2,0,9,0,1,9.0,6.37,1.88,45.4,64.5,-0.77,-0.94,
